close,high,low,open,timestamp,volume
211.10231059,228.07972642,205.50034695,224.71863246,2021-02-28T00:00:00Z,2008243029
226.18005372,237.67523889,220.07729519,222.62314778,2021-02-27T00:00:00Z,3713140589
222.90635436,239.80300831,211.01566014,235.4431515,2021-02-26T00:00:00Z,5756415347
236.10820729,265.40817876,233.28151373,254.8421341,2021-02-25T00:00:00Z,5681088565
255.1373239,280.98963263,215.62589133,231.66026681,2021-02-24T00:00:00Z,9624053397
231.88911104,268.130338,189.98143161,266.58195987,2021-02-23T00:00:00Z,10893033320
268.16657355,294.9776651,224.59951534,294.10214046,2021-02-22T00:00:00Z,10376136647
295.59884453,309.64443015,251.42294229,256.10406408,2021-02-21T00:00:00Z,10964672687
255.04689898,335.18647058,223.96375548,333.51045214,2021-02-20T00:00:00Z,11865278766
333.36390046,346.79576342,195.09574841,196.13503233,2021-02-19T00:00:00Z,22070285809
195.7340057,199.80790671,163.18194712,165.52088264,2021-02-18T00:00:00Z,7829009055
165.28664164,176.26453626,130.25767505,133.82430454,2021-02-17T00:00:00Z,5626117149
130.43457933,133.94614788,126.576886,130.61350872,2021-02-16T00:00:00Z,1753812416
130.23038009,139.25806054,118.17681638,135.85232089,2021-02-15T00:00:00Z,2254330673
136.29142345,139.21010608,128.56041357,134.1128109,2021-02-14T00:00:00Z,2412859796
133.58551479,138.52142759,125.51198897,136.96569577,2021-02-13T00:00:00Z,2299645002
136.9930742,141.29154712,121.23674136,124.11876508,2021-02-12T00:00:00Z,3334075439
124.04677483,133.17302141,118.00232196,129.76306723,2021-02-11T00:00:00Z,3157181752
128.86057742,147.72778893,106.30172029,107.0702306,2021-02-10T00:00:00Z,8036238199
107.48155184,115.56746455,78.15293797,79.8161835,2021-02-09T00:00:00Z,5252362873
79.72031216,80.62932486,68.30637304,69.69385821,2021-02-08T00:00:00Z,2556968546
68.49631541,74.58361254,64.77856781,72.77664257,2021-02-07T00:00:00Z,1728899379
72.84360665,75.37390379,61.86173632,67.75013291,2021-02-06T00:00:00Z,2521027791
67.45908643,68.5702212,55.59604538,56.18014226,2021-02-05T00:00:00Z,1633548339
55.9386891,56.95548017,51.23975933,52.02606255,2021-02-04T00:00:00Z,1069404915
52.01793672,52.84323315,49.90507967,51.27231151,2021-02-03T00:00:00Z,780198617
50.97415344,53.22388219,49.22530596,51.89729744,2021-02-02T00:00:00Z,1134274648
51.5114563,52.30813081,43.51241532,44.38153012,2021-02-01T00:00:00Z,1453049781
44.29261758,45.671487,43.2544459,44.57312434,2021-01-31T00:00:00Z,556304179
44.69399489,45.12674071,42.48703484,42.81145885,2021-01-30T00:00:00Z,603596689
42.83193186,44.21997862,41.38128056,42.70579585,2021-01-29T00:00:00Z,718984277
42.54107919,43.33383808,40.56674989,41.34284692,2021-01-28T00:00:00Z,601707112
41.04569416,42.11203468,39.67151482,41.60927931,2021-01-27T00:00:00Z,549877728
41.75832557,42.59724682,39.98533499,41.88204173,2021-01-26T00:00:00Z,577415018
41.82038827,43.26168627,40.48668872,41.84940196,2021-01-25T00:00:00Z,561264282
41.87982768,42.33266076,40.4155553,41.05307437,2021-01-24T00:00:00Z,496530112
40.95234369,41.80623222,39.52773231,40.74463392,2021-01-23T00:00:00Z,515852874
40.9211641,41.6331449,37.22634438,39.02028304,2021-01-22T00:00:00Z,631612400
38.68298143,42.38910521,38.1426545,42.02427267,2021-01-21T00:00:00Z,687601703
42.61629325,42.97917668,40.36905387,42.50626379,2021-01-20T00:00:00Z,771387578
42.6426653,47.15030581,41.74591756,45.40073826,2021-01-19T00:00:00Z,898428979
45.3670041,46.99023513,43.98785532,45.93194462,2021-01-18T00:00:00Z,658165075
45.8677403,46.7004065,41.19057284,43.06053145,2021-01-17T00:00:00Z,768024733
43.16675739,44.00196533,40.58094246,40.86605745,2021-01-16T00:00:00Z,667233753
40.97766592,42.57374435,38.89262507,41.66503479,2021-01-15T00:00:00Z,625934438
41.79749199,42.00484714,39.6602221,40.25488022,2021-01-14T00:00:00Z,605531436
40.11151966,40.65697162,37.27652915,38.6055001,2021-01-13T00:00:00Z,618591438
38.27023729,40.05769751,37.10787082,38.21498883,2021-01-12T00:00:00Z,635362598
38.34611703,42.53085929,35.47524117,42.25213834,2021-01-11T00:00:00Z,1023761828
42.5187777,45.07123926,40.32309923,43.79977778,2021-01-10T00:00:00Z,802962848
43.93931834,44.16797544,41.61987399,42.45289278,2021-01-09T00:00:00Z,643721076
42.50220122,43.94647272,40.61767204,43.76327618,2021-01-08T00:00:00Z,731818665
44.04440595,45.34858453,41.96706921,42.96941751,2021-01-07T00:00:00Z,982718010
42.52555461,42.89789771,40.92809871,42.46901597,2021-01-06T00:00:00Z,795043337
41.82927964,42.01031524,38.91146243,41.25931003,2021-01-05T00:00:00Z,771591070
41.11240951,43.35318413,38.17733401,41.30574061,2021-01-04T00:00:00Z,984558307
41.0775779,41.67528694,37.57462269,38.35737628,2021-01-03T00:00:00Z,931491977
38.21482665,39.05379893,36.79170039,38.01551787,2021-01-02T00:00:00Z,617698079
37.8281646,39.01917404,37.05973469,37.45587264,2021-01-01T00:00:00Z,534780570
37.424623,38.26152513,36.73879595,38.211421,2020-12-31T00:00:00Z,462532250
38.14850502,39.42252724,36.80929406,39.24006714,2020-12-30T00:00:00Z,585069015
39.01757229,39.80686943,35.32708641,35.91993993,2020-12-29T00:00:00Z,1171059082
35.88700737,36.10586317,33.35725295,33.71687612,2020-12-28T00:00:00Z,744338832
33.61475921,34.91126985,31.84615534,33.62850591,2020-12-27T00:00:00Z,667633454
33.58165584,34.1437803,32.55209049,33.309117,2020-12-26T00:00:00Z,495547107
33.18446759,33.54297921,31.83259042,32.58357877,2020-12-25T00:00:00Z,481987101
32.50007072,32.76867477,30.40853744,31.22117042,2020-12-24T00:00:00Z,573818998
31.18670266,34.40857136,30.05714076,33.43531001,2020-12-23T00:00:00Z,684167317
33.53375214,33.86793761,30.66415131,32.22889971,2020-12-22T00:00:00Z,666724077
32.14838058,35.53152824,31.61750554,34.21151326,2020-12-21T00:00:00Z,691236841
34.31059354,35.66389955,32.64188752,33.26744654,2020-12-20T00:00:00Z,710184669
33.31939613,34.27050582,30.99592263,31.07861083,2020-12-19T00:00:00Z,651914586
30.99803003,31.23318966,29.69227333,30.26083089,2020-12-18T00:00:00Z,415991357
30.17622643,31.61279609,29.65056582,30.65371083,2020-12-17T00:00:00Z,553501415
30.48722945,30.70511543,29.08205224,29.69691877,2020-12-16T00:00:00Z,404312898
29.52211738,30.3836511,29.34192968,30.06766279,2020-12-15T00:00:00Z,336596795
29.9981432,30.1601617,28.67728787,29.12732972,2020-12-14T00:00:00Z,388615261
29.1244244,29.25358866,28.03915533,28.21250823,2020-12-13T00:00:00Z,313579360
28.18625024,28.29736168,27.34110604,27.45905347,2020-12-12T00:00:00Z,275212997
27.37140701,27.79005016,26.78153288,27.70375207,2020-12-11T00:00:00Z,310678329
27.69267152,28.26851587,27.39711507,28.10858991,2020-12-10T00:00:00Z,295191158
28.1887591,28.46878368,27.04468052,27.74694762,2020-12-09T00:00:00Z,362128598
27.69317815,29.44412803,27.45059631,29.30446166,2020-12-08T00:00:00Z,359990925
29.40673641,29.70340364,29.08274401,29.50470829,2020-12-07T00:00:00Z,269355866
29.53782024,30.23402761,29.09083864,29.77834781,2020-12-06T00:00:00Z,281665617
29.75464032,30.10576283,28.73990335,29.11055979,2020-12-05T00:00:00Z,346126786
29.06183098,31.14122228,28.79860276,30.65127281,2020-12-04T00:00:00Z,378175524
30.69964312,30.82571543,29.89761896,30.31154158,2020-12-03T00:00:00Z,360301919
30.29491873,30.9663319,29.630871,30.21471111,2020-12-02T00:00:00Z,404789601
30.189065,31.8434841,29.2587587,31.40036727,2020-12-01T00:00:00Z,518230174
31.43552662,31.66413843,29.77420799,30.26395352,2020-11-30T00:00:00Z,464100587
30.13005289,30.48323423,28.95116038,29.24824653,2020-11-29T00:00:00Z,385644785
29.19741905,29.68956394,28.01361974,28.54754594,2020-11-28T00:00:00Z,415186423
28.47656963,28.74178759,27.30160871,28.25487814,2020-11-27T00:00:00Z,426974626
28.27984024,31.61890121,26.55197042,31.16029938,2020-11-26T00:00:00Z,778313609
31.32758114,35.32322702,30.58675856,33.79406395,2020-11-25T00:00:00Z,707357724
33.86531495,35.22863668,30.76784492,31.12126047,2020-11-24T00:00:00Z,1045952401
31.01461192,31.142792,29.84215883,30.08875546,2020-11-23T00:00:00Z,516355011
29.97462815,31.0580039,29.00331451,30.44950989,2020-11-22T00:00:00Z,500818214
30.41374038,30.69675992,28.24086632,28.90065476,2020-11-21T00:00:00Z,499494059